,uuid,item_name,tier,starting_bid,item_bytes
863,524363984bc84874a313a205f68553f4,[Lvl 1] Silverfish,UNCOMMON,80000,H4sIAAAAAAAAANVTy27bVhAd2XlIAtIkBQp0E4QR3FVNm6RIMTSQhWO9aEiiLcmyw6CLK3Ikkr6kBPJSkRxk030/oWv9QL9AyJf0Q4qOZLfILwQgMJwzZ87cORe3DFCCQlgGgMIe7IV+4Y8CPD6b5YkolGFfsOk+lNqhj03Ophmx/ilDeXCbc+58SjAtwp7tw4FpoWEq/lt5UquhXDUNT7bQVGTL1DTd83yjZmnUd5HO5piKELMSFAUuRZ5ithtdhMcjxnOEv3B1rrg3geLfnHNvZdcoHw4U7tjR3LST0Wp8ZtfsmOrt01pnZX3DNQS7NviH6nngJpf5OB4pnWqfY7uvevHVwm01jO51P/gQTe+cYTNwo1FMmNprNSO3fh51W/bSabmhW58unWtb70Uj3r1u6G7UvO1F9p1Tb9y5caPai5rcGdpKb3j5yU5Ua3L57h1tUIanfpjNOVuV4FFnlmKRwBfwbLN+2w2TMJlKFygI+nGzNtvIuAhOpM2a/aocafCSsDpOMMnwHlSJ+NNmXRumOUoPFen9bJYJeE3c+6+VskRkxJ+QiPr3n79LWzr8QMBDC5GOSOkVRXJ+Sl5nkphJHVwgl7TtKFR+ga/UsFnzzTqWvp+Q7g5PFh1TVE2D1jzY2YL9cBoI2eOhd7tdlvm+JIIwk+YoKN96jatZnu7yGJP8DbWSZ4ykr3pnTrfr9IrwqMdihJ9J8WNnwSX1t+21DEK+wHQSZgHd9vPGUqTsVIg0HOcCsyI8JUU7mcxg8bkiVnOsnFQGdmfU6DftQbtyWGGeCBeEThjP8LCCy3nlRDlSDiv0HlIi/zedqAG9t63U/2SPJf7qKkOfWu7LuzXPtls+kL4Ut68X9i8aQzp/ntP/gWqMddRVTdbRRFk3fUMeMxzLhmVY3sQbG5qqFaEkwhgzweI5PLeOVf1Yq0r6ia5Kp12APXhSZzGbIuwD/Av6vSaeLQQAAA==
865,e66f6d43a38242928e0cdebbfa1a8a6c,[Lvl 1] Blue Whale,RARE,148000,H4sIAAAAAAAAANVTT2/aWBAfkrYBDt12T3tZ6S1KtYfGiW0w4NxIIMEIOyklf6BarR72gA3PBtnPWdzV3vfSj9BbJa77GdB+kn6Q1Y5JVfUrVLI0npnf/GbmzUwZoASFoAwAhT3YC7zChwI8PV+mkSyUYV/y2T6UuoGHF4LPEkL9V4by20UqxNUfEcZF2LM8OKw13OaE1+pKU+euUnVVU5kYmqYYhqo36ypOVE2nuOt4ucJYBpiUoChxLdMYk13qIjy95SJF+Aeznjq+91XvvifczKqTPnyriitrvmpY0W02ObfqVkj+bqvez8xvsIbkd4YYVXv+OHqTTsJbtV8dCOwONDe8eRhfXgTOe9cYhb35SLdrTluEV+1Z5rx3FlftN+p46M9Hw15o6x3d0TtrZ74wRrqV2cPx3L7srO07S3XaduaEjrBDZ27PW8H0XjOp+jIceEGyEjwrwZP+MsYiGX+E59tN8yJI/CCasWuUZHux3TS6yIX0T9l2w1/rZCttN3UrmmEi4RW56WsJwVZLGSyjhPmEJqj7Wjs2Pn/8RN5jijmgmLNULODXx4hLHkQ5oXqsaiQ+f/ybtXGKUYJkbdCTA9sB3SohmM3XOSXRscdivrD+TJImNKOZJEwuWR8fUDA9LxXVV/DvdjPdbsR2E7LvR8S74um5TkjqDYPaPNw9BQ6CmS8VVwTuIm+Wex6TfpCwFUrS4SVBsmUa7/QQo/SXfNDbjUnUg9agU4QnDg8RfiK2d/0HwbTfKJV5RjvM7nwukLbih85axrwlZRxMUolJEQ6IzYqmS4j/rMhshZXTyln/pvP7XbfV71SOKtyVwQNZp1wkeFTB9apySiM7qtDNxATOMxPMp3vMab4CXR552U2CHsEf3bv2zvPuvoD+KubXDfvXnSHVnqb0f+g2sVrn2lRBz1WVmqk2lInHTcVs8KqJ2Kx7NdrlkgxCWk8eruC5eWKe6FXWPDVMdm0D7MGzNg/5DGEf4H8YDzD5TAQAAA==
866,87bf0926d93d4c67bcf889aa9a523fff,Magma Lord Leggings,LEGENDARY,26666666,H4sIAAAAAAAAAJ1T3U4TQRQ+paBt1RDAqFdkiCiS2sK2u/3hrrRQSFo0IBfGGDK7O91O2J3FnVkCPoEP4JWRKy+4NL4CD+BD9EGMZ3ZLRbzz7syZb77vOz9TAMhDhhcAIDMFU9zNvMzATDuMhcoUIKuol4F7h8KOGD2mts8yWcjvcJdt+9ST+OhXAe66XJ749DwP070wYjnMEli4uqwfqIgJTw03yNWlUzTW4TEm2xFXpEMD6rE0X7WeAdFoRkkbZVQcMdIeUuGMAWYZEfOI2GHUT9losVK1Eo0OGzAh2TiJGosYNd7hzejLZ4ze3zqiOXRhb/r0Ixce2WeSS6W1yC6sIKwbUaFkwmaUrdHFJzJW0BapR7mQChYxDkJbEi40EksKZCjIrvQZ3pThESocCpdR9z8FHmKshjpF44QnoQXdp8YbziLmks1QxHKDbPOInURhOCAv1tcqq7CEyNdReIojQntBEAuuzokK8WVNMOSM4D6G2P6Ajkmf/0OKY3RXJNn0mZS6S0htrSZVT9xXi8bPH+TmzOABZtO5JcRPb8LtojX6+p30qccd9CxcXW0odKfqPXpK/2KS2pVWS9eEKHrMBLHP9TZcg2EZD5MHmo1LgiXEDpaRQKmBa4MmdJkUBd2UzNVLRLienYPPJXNhDhEpu1Gunv1pdV03ZqihigXEoeiBocYgjDzmLkEpQZiji2/66T77EPPUCt3mcqj7dnDMfZ+YFl6X4Qm2/erS7211t/Y6rf23BKPu7l73IAszTuiHEYSzuRxM79GA6b7U+npGySxIj3keEkoowOzWmYpoS6mI27FisgAFOjlkYd5ON/somiye/tpZmEsX6VYecvrPw0K/1e23jnqv9jtH17bQShzj3TKtNy2jRhslx22ykrnOzFLTbrqlgdWo1wybuqZp5yCveMCQODiB2eaaYa5VqsTcqNRIqw8wBXfSWaIm/AZ7Z506cwQAAA==
867,c56b824610654a3e96bb3490f7b2c9b6,Arachne's Fang,UNCOMMON,390000,H4sIAAAAAAAAAFWS346aQBTGR/dP1TRt+gBNadJkr2xQl916SUFk3AUKIgo3zQAjDAxCAHXxHfoKvfU9fLCm426bpleTfOd3zvedzOkB0AUt0gMAtNqgTcLWjxa4kvLtpm71wEWNogvQVUmIFYqiilG/eqA3T7eUGvsNLjugDUPw6S5AfDAMw/4973/pj0Z3Qn/sI9QPBCSMQ+F+iHnM+r6VeYHLmuCqCzo1fqq3Ja6erTvgykF0i1s/8T6PoDTj0XJAg5EV+yuRQDmPNNsd6ofooCXuyLAne73ZP0BJJIE623kZrbwFTSER76AER5ps8p5MU3cIBWMKeZf1uUsl0RN40BOFurYruJmeGXNYSUSM4OZr4w+9wp86hst8X+bM1s5Q4YMNPaBpHa+av6xeeEMhDlWn8ZwZDVZOEWTOi7dqNeFy8YezKFatAasdXmrVOe95N3vOU+N/7cw7jS/ByCAiQarFB3K+exz9m/GYDQo/c5IgU7JQErbeytyFU+f2Ocd8TDQ5HXmyeOsurdiYzlKP7agl8FY7mAM38VLNFgd64iSGvOC9JIw9m6ZaYvKuPWkMmWbacpYZS7fx7Ig3bHOg29EeRvlztrXJXpV/WJvsr3rgVUiqgqKmCy4f8xJ3mHgN3p+O9/O6RCSKa25d5hlXx5irCnY65U0Fuqyc5ds6/szoD6cjts5gP6AkSLk653YE77kSB6TA1UeGvDkd0elIF7pkaJqhd8CljjIM3jFZLFEQb/BNxSloE7E8bydPzFis65L42xpXnfMdg9eiJUqqPvmuiPoUgDa4llGGIgwuAPgNjvJ3tvYCAAA=
868,c4d19e64d34d43a3acf854f5a8f1a0db,Heroic Zombie Knight Sword,LEGENDARY,50000,H4sIAAAAAAAAAF2UzVIaQRDHG9G4oFVWkkNOSSaVWCVlFBYWEA+pQkWkVExl81HxQs3utjDFfpCZWU2OeZCcfQ8fJQ+SSs8ufiRcYHp+/+6Z/vdQBihBQZQBoLAACyIorBRgaT9JY10oQ1HzcQkWMfYnYD4FWPkUexL5lHshFopQOhIBHoZ8rGj3TxmWA6FmIf9BopNEokXRJ/Dy5rrdRy6Z61Nsl91cB05zh752Nuxmp1HJgAMe8XG26W/arXa2u9m2W9sOARUCXC0xHutJjuwYfWdj06lVcrTRbm836xV4Q+i+FJo9TNisredU3Xa2m+sVqBK1l8SpYl2tuT9l7gwxmMPreWricpERvCXBINYYhmJM7cjy8k27VstZ+jGHnXqnQrd2KGyOIXwess+0eGvA3nf0U40PAzOUwiRkg8EA3lHoUEilGd1WTCl4R/YFjzU7FmGI8l5/Ii6QWKQiRl81oSTRIh6b9R2V0g3vNK7PL6mTJg28MusJl7MYlbpHPvNoJqRQESFgoNZhGobMRc2yru2y8yTyBLLjWIwnmsFrYzEXsco62Kj9/vWTPfCMXU0whhcUSRUG7EpQSE/w3yxg0X5XRomkms+p5s11eNLr94YH3Q9f2cGnYb93NmTul7MPBxYsDnmEGXWEMhH+fwdyrxIZQBnWet+15OSxFB41XlnwOEjp7kk8UlPq5UjiN1jd737s7p+d7rm7dacIzzyu0NVc7yWJ0u9R+hjTO0A6Vd0CK0oCcSFQwqNJVtkyrwaenpN+0BsdDwf9o4+j7JRlWDUvh3yLKIMqwmJIRlCapSKsXhibRyqzmUKLRbD8+bzkxHKYG0mrIj00detSvltSty7m6zLeTdJccHnr4Twd5rM3x0MaHKqOWTXCV8dmvkbTbL4MA9TjNKWbvblodRzf82tbzR2nteXYdmOr4/l8q4YB97yg7dtIXSsJjdFIi0y9bEFJiwiVpkPAWqdqO9V6gzm7To11TwEW4FH+PM2fyl+x8uwMgwQAAA==
869,31715d72176e40b2b7bfccafc8011723,Ancient Golden Necron Head ✪✪✪✪✪,SPECIAL,80000000,H4sIAAAAAAAAAHVV23LaRhhemzjBpBnnutNO1TaZiWtDdOBg0vYCAwHZINmYg8UNs0iLWCytqLQyJu/Q+1z0oneZ6WPkUfIgnf4rgRNnpjMMe/q+7z+uNofQPtqhOYTQzi7apc7Onztorx7EjO/kUIZjdx89IsyeC8TuLsp4tx7KJEi0hzbrlIkeowzab1OHvPWwGwH+3xzKXd3EnmeuGAmzaFd30AutqFXKRJ7l1amj5jWiyHlcPJnlHZVMSVEmijMlwLsIgyUJOSXRPspycsfjkESJm1m0N8ReTHbek1Xg6vUzGY8Uz9Z68+l1jeqNwO32rZXRHyjdhbsyGgOtW1+d6/Uatdtnt2Pfi8YD70antTJw513fKnbfXSpmf7gwGzey1dc1a9S76b6ryWbfvjN8Y272mytrrUd1WnN1drqequPltDU0LbC70aGD9jC2VJd2aolP7/DIia3rnmL7w6vx9VsFX59547rumvRUttnQ2+Dk8fVcduDMXidnlcQG+DqQ+VmfPtgTeNBbJTHqPvDatXJnXf1Co8TxqORZ2tl8zC7jqT+UO1rPI23hx+AW8qKao8HKWlzejVtNeexD3C1L7S6GFOZ3RuOUWjDvLnq+2ejdGP2xN24NVGMxKFoLqzheNNdG41IzGzW56xs31mjsGVQ/T3xryzCeVutM/h2qlENPHBotPbyG/ukEIcnC5vfoh48fKi2CQ+nKhr030scPTumkAsPJK1XTSofoFwBc8ZAwl8/FsX1UUgolmFRfHcF5gjxSlWIBsHnA1kPKpfocM5ukcKX0MkXDZAtXCzBHr7fwBvaxu4FrlQ0cJhu4UjopVDQgqEBoE+ylnuAjtVSEkbw6KsuHKamypRzLpVJBKx4iBTgNMiMsIilJkZWUpH1NKirlgqKlYeiME8+jLtnEIYylaHUbtCJXCrBAP917JfUIELZmNqJqoXoIqf4VMvvxg5f+d4hLAyYNQfBYqNb+iLFUm80oo3wt6dvtVhisQHWISrBoExvzwJ9K19tjuJGc2PyBUo8s4lvCMCdAqyYb0ZKGOEHp+r00lDRgrtTFDH8m9+dByCIBA4dFWOaUY8qII83CwJduKGQESFCmLr4LwmOBsa94EPrHUivwHNiSMHMkg9igDrgKZeglDADrz4lUxxzbEEIkjryAR1Iwkzj1SVRIzLVCzLg4xOqdgEQcC4xQEnz0LYyfNd56QRBKQxFTpQAO/5wYOmnQyKZLj6TiYHVE4T+UzsH1guj3E53BmnIIiz9wigQsQj8CALtBAYK4BZYDrQPJdI4lGEOgTNfoOwFhaz4XyfDorRhqRgOw2BGOPBcVZTYljEunAYujr4I7Eg1Y/fT+b+mL7kdiD2DwjZUehClSBa54Qhks29A+VxfNul7rSI2B0WqahtRudrrNfhY9MrBP0G8A2poXVSFsWxDoUgf0yp/++uf//uE7cdC84yGucR7SacxJlEHP5wGfLAOoRjCxxUsErhxk0MF805KTaBLGTDww77Mo6wcOnVESoic49SKDnsVLN8QOmSSRAG4vi/aDkLqU9bGLngyMc8McGdnk1XreMjuNidGs90xj0m7WGjn0jXjwIH0+qIE/T6Okeyc+dK8Qy6DHPGldWGTAr9iDpoKqgTlxz1JIduut+BhmUC68vynpeW55f502mm5y/dLF0/DzPUqtPMNwaSd4c2nFO4igAnEMEbwo2yVFVauVfNmWT/JFTcXwpNqzvIZn5XLZns7kagkykLQ+x/4SHaivVfgpkvZGUaSLLjzt6PGmMTII/QcWdNgHFQgAAA==
870,8da0a2f0f3bd485eb3370396d2c36b09,Mythic Zombie Soldier Helmet,EPIC,19000,H4sIAAAAAAAAAF2TzW7aQBDHh5BQoJGitqqqnrqpEglCIfgDbHIjQAApJFEhPeSCFnsCq9heaq+V5tRrX6DHnnmJnniCPkLVB6k6BtSqudi7s7/5z8zObB4gBymRB4DUFmwJN3WUgp2WjAOVykNa8WkKnl4HkxD5HZ94mEpDridcPPP4NCKn33l44opo7vGHHGyfyxCzZH0Ob5YLq4s8ZEOHbCdsuXANy6CfXdA0wyzCIQFDFWIwVbPk2CnZ9G0USnZxRZX0WkUvQoGwVigUa8144OCaNA/XqHm4YWkBB0T2kHtrOV7S9Or/goZlr/XaeItBhBusajzCdLNi1oqwnyQ4R3TXnL6m9A1VrxhFOCKkHyj0PDHFTXa8ZG7imtUNq+n1Il2KRtZuKO/VjH2g5buEugqlQkcJGfyzjWYyDCLW7/fJiaqqn8Wex4ao2KkM4mh1BcOZ5B4trEL1eHOZXS6CVXyj+uvbF7YpMmFuZciQOzN4SxtyvpH+RCAbSs8VGK6U6eBeqJkI4MWK4UZShDXxpHMXVSgPctVHMxExHvokNxfoIKNtHLjIXfbz+9d9ol4vF7Xlwutc9VusfX3R7VxesF7nfNAZpWHHkZ4M4cdnyML2BfcxmZHa4IGiOuxRSj30fFSQh73OJxXyplKhmMQKoyw8c+NgijIYR3fC88YhfoTdVnPUbF0OTocnWiMNryY8wqHi6lTKSF1h6GBAc4yUXzYLWV+64paCQMZfxc4mUw8vb8i/3xkPL8/b/c778TrrPOxSX2nylE8aURoyatUckkqnIT//2z0y7NDpdNXeZJMUGcckfKAZjlutu3bZqNetsqnVG+WJ3bDKlmO4HG1u63WbHpVQ6I9VkhdAJgs5JXyMFPfnsNc41sxj3WDmiWGw5gBgCzJt7q9Lgj9Fo+bTwgMAAA==
871,6b0a7e10e06e4a4282e3bbb324513eb1,Scorpion Bow,EPIC,14000000,H4sIAAAAAAAAADWRwW7TQBCGx2kLSaiIVLhxGQSIAwqN6zhNcmtDKyrRJiIgjmhsT+0Va2/kXZPmyINw9nv4UXgQxJjCaTX//v/Mtzt9gB54qg8AXgc6KvEOPDhYmKpwXh/2HKUePPpcRCXTN4o0e3vQe68SvtSUWgn97sPDRNmNpl0P9j+YkruiHsJRU5++o5xSnmNTx298fwRPRFu7kovUZf/UkZifNvXkLFJaud0c104VKZcIr5p6ellpvcM4ozLlBG1mnMVtpjSjLYRHnPCi7anN1qLLGL+r2KkcqUgwYdLtjCC8g9dyim9nqrKV/jPgr58/pD4li8lfVHgm1UamW46N9Lg1rZ8mVuS3Lef0mgrChbGu5Q/8sOVvW8jVp0xZVI5zjKnAiLFkyQv4c3jc1GFT64vV1QLPl1+6sH9DOcNA5HVsyo0yBZ6bLfRhcHHnSjpzrlRR5dh225XA4Xqx/Li6Wt58vU9XlYgvJ2FAUcLBMKbxaDjmk3A4C0az4Swif+rTOLqdTLvQkw9h6yjfwGB27PvHJwGG88DH1TVABx7cL0meAX8ApWWv9AsCAAA=
872,e62391bd547a498f83981bb700cd980b,Holy Dragon Leggings,LEGENDARY,598000,H4sIAAAAAAAAADVRy24TMRS907SQBFWRAAkWLFyBeKiEzORZsktJOkFKU5TCokKoujNzZ2LVsaOxR5CP6Qqk/Ef+gF/ohyBuSlnYvvf4+PgcuwpQAU9WAcDbgR2ZeG892PtgCu28KpQcZh48+KKjnPAKI0VeCSpjmdCJwszyoT9VuJ9Iu1S4qsDuxORUZnQfHm7WvTGhcvO+2KzxMOh04BFjQ0pJW7oD2/4t8ZR0InV2B/pQ4+LoK4+b6188f2PFl5t196RQSpyTE8dGF7YvxkatxLEyJmF+77XfaL+BV1yFOWpnGYsPm75/c/1T/HMiZpSR3nKdgee8rEwhUCcCWXebgHIrvks3l1sSspF9XpgXKRNf2XfwjM2M0pRiJ4zmu3G5VJIsNzEdsMmtNFM+z6UV0tFCxKhFRCKn1OQZJQfwlGNs1moyCkfT4WB2IbgKP07D8xLsxUaZHMLfYRl2p7ggeMLk24zDHDOjxYSyjJ/JQhVqox8ux4FzuYwKR7a8/Tp4PD6bXFwOZ4PwbHr5X5nVioI3XwTtOE3jpFuP4iSot6NeUD/yuU3jFgatbuJHhGWoOLkg63CxhNr7RtBqNFui02+2xadTgB24N8QFZsRh4S+U4lPFOwIAAA==
873,e8b3d32579d44dd38cfcd274a7fda9c1,Attribute Shard,COMMON,5500000,H4sIAAAAAAAAAEWQy0rDUBCGJ02rSRAK4lLhCO4ktklN27iLvdiAbaGtazkxJ+2B5kLOCdpHEVyb98ij+CDiVNCuZvj/mW8uBoAOCjcAQKlBjYfKuwKNQVokUjFAlXStgj7hIRtv6Vpg1bcBxyEX2ZbudKg/pjnTUNXgpCqDZcZYSHzfh4uq7D3kNJGCVGV0bTlfH5/k10bjBhvOMQ7SOOAJI69cbgiXLBaEJ0RuGFyiizxPypwHhWRkXAieJsjqxSwpiEzhDHOaZdsdoX9VYg/GPaKq3A7m0+l8pkF9RmMGpygeYMsNzUMwoDl6kzn914UBxoGlQkPs90WkiufhZ6DprVYL//5pNXpeTrzFEOlFgfqVHdJeh/X7ZtcOu+ZtSB3TfYkc0wqY61pRFLSdtga65DETksYZNN2W1WnZHdK9u7WJNwWowdGQxnTNcB78ADPDm4GVAQAA
874,2284542edabd4b1a85d90c340cadbd34,Sharp Zombie Soldier Cutlass ✪✪✪✪✪,RARE,800000,H4sIAAAAAAAAAHVU227bRhAdWXasS4qgQJsUKIpugAaI60iRKFoXPxSQZcURotiBaatAXoglORIX4q3cpRv/S/tWwEA/w5+SDyk6S1KOUKB6EDmz58xtz7ABUIeKaABAZQd2hFdpVmBvEmeRqjSgqviqDrsYuT7oXwWa15GTIl9zJ8BKFepvhYdvAr6SdPpPA/Y9IZOA3xJpHqdYI+838OP93eAMecosl3zH7P7O65t9egxfdjumeQD0OjjlIV/lh+7h0GwP8uPD7mjQ7hoH8JwQlkoxWim/wJhGe1RgRqP2kIIcEmSSCsUmPo/cMlLXfEHP0Uv9clDAje6LA2hvwNtpR50SbHYewL1Om5jwM+FP4iiTbKwUd9fMShC9Mkcn5+XVGoQFaFGUSYD8BtmCXl/pqDqbcHmw5ckcIUO2gCEZ08hDGhCNjh4PkOkndDOF244EU0H3gWw2m8Ev5HojUmRjmaCryLcBklcqRiMTa4I+8M8EjxR7J4JAp4E+uWZhwgMRrXTADexdFLtrR/f5xTdH5RNQ3RLP0LZYIiVAammLOY9j9Z9g84ziFBzLpZlEq+0WrVBsN3jlZ3oSQZx6xNGeBQ8TkeaT2oAWGMVhTJexoGF/e3/XHztCV3bM5jHN/IonLFfMWypOsts4Y8s4Le/q859/Me1XPvxAHkL97mOUg3zSA48YRopiPafQ31Gu+7vgcnw5ZafX52fTi3Nm/XpxeVqD3XMeYj5/y+dpwj7GoSNoHnHgCWpvkqmAS0k5+5//+Pv//qEBT6afVMpJVKlw6KZlDb72MppQHNlyTddkp/gbNCfjq/Hk4v2JdXxUhWcOl2gprk7iWKoPmLpUMYmYCv6+BrUw9sSSaoA9qSurwldZskq5h3aANxgQaq+mFx2efqSIs6ltXcxPZ9NLe3J9NR9bVgMe630nnYQUV1ahJkqFELVahd2A7lNHoRO3FHVhPnJzzRfGflAooSDtSX3NxUldblRQ2uuN2sjeqer0pABb5rtQQBr4oPsiXnNJqrd5rvqCVb/Z6KSkBKRPW2p9FpR9LJapOH680ptgr/NNKF1LvTNE0TtDrl1q8KZUWoFoqi/q3LScL3HZSLBZEW0DiSTLaM4/dbBnDo+OBq0jxzRa5rJrtoa9IbacJceOa3T63Y5BbBpQaCuRl1OtQV2JEKWiruDJ8LVhvjZ6zDzu9tiH99QwPCq+XPqr/C8prvxAxAUAAA==
875,5a0ef34c585447a98bdc3d8d2d619582,Fabled Vorpal Katana,EPIC,8400000,H4sIAAAAAAAAAE1UzW7TQBCetAVS81OECgghoQVRVKgKThqTpDeTJm1oaaOklANC0cYeOyvs3cheU3LkBXgCOOfAM3DJo/RBELOO+cnFszPfzHz7zU4sgFUoCQsASkuwJPzSegkutVQmdcmCZc3DVVhB6Y3B/Epw9a0cJcg/8lGEpWVYPRA+diIephT9ZcEVX6STiE8p6UglWCbvfbg/n9X3eMxD3GXzmbdVqTv0xc2tqv0UnlNwoBOUoR4XYedfmIzm5paTGz4ZT+Eh4VuJ0Oz/ik59Y4HcqW4sIF2pMYpESNRzDN+qVuxFkQp1fWDg7+l48f0LWR+K4+ji21dzJNp36Evx+Sw6kcg6KmFuFLFuXryPsfqEKePkUXqMCTMKcalTNsp0fl8hPZIpJdBUZQnzc7JsNIUbFCQ6jm1vkPWcOj0z8iCPFiwd21ylXiRoxdrSxyRGmaMf5dlEwEPxCU1GM4dHmKZFE3hA5yBR8f+Z7HyMko0x8k3HJ/PZS3ckIqGnu2ygsshLpsxoTrftd/cPTlnrqNs6NLj6Phcy13jHti9+/GQdTJRHiaYrDymYarhN9p9mLCCpiFcthXs52YZpEETqnLVUqs0sdiqwTv43XPJ/vqptwy3ytpSKfHUud4siAGs0iY55bz57pWSW/n0CwiPRxoJUH3MSgzMzA8+IBkZb32iaTYyGVKri5ELhZ53wQikjxc35zKFbt3vdFhu8O+nvlWHlmMcIdylQdD1TyYRKHXJNjMGCtbYp4mqdCBo3pstwc6z0cKI012romd2hypYFKyHGaRnKr91Br90f2rDS6R63y2AN3F7voNtv/3EBgWLli0BgApeDvG0ZVlUiQiFPeQhrZyfdvfbefnt46J66x27ZrCpcPzvp99yjwmfBteIZ0hg0sbpKK4AfhcRUGB1pXdezSIuYaxwqiUOa1JCecL7XdO0so5KPncBu+PWqs+1jrbFdawTO9qhR9berTrPWbNQw4EGNqFEZTDWPJ3Cj8aL5olph9d3aDnPfACzB5cVumn+M372o2ltgBAAA
876,daa74c062fdd4ca99dbbf22f3ab9b645,Chumming Talisman,UNCOMMON,800000,H4sIAAAAAAAAAGVT7Y6TQBSd7vrRNibGxER/YmLiD22kQD8wMYalW8paBktbWPhjBpjSaWdKw8ey9B18jn2PfRafwzhdNavx1yT3nHPPufdm2gC0QIO0AQCNE3BC4sa3Bniop+WuaLTBaYGSU9CakBiPKUpyzvrRBu35tqTUrnY4a4ITMwavpXjQx0hBnYGMcEdWBqtOGKurzlBSV6Gs9oehLHPdlyzd46wgOG+BZoGvizLD+Z11Ezx0ES1x4zuu0sTUL0TkdWkkO+vwUiPmKE2shV/DzXkFD2YPbqwD1KvPpq6RaHJxFTCaB0u6NYnW51pieVYNvZnob6wqGC1FKPmKv9jKkAXUX/DoxrLrH842Vm3mOtESc3dWh1KwDw3X9rnv7z5XsaSOQ+bQiPzhwX0g9dbxxK0D94JGl+4+Yu4v34lTx97yN8+heOJ0OXb4heXHrMe5FnOR2v/Wjny3DnUzsYlG0MQRo1F6NZXve0xZdx8ydxOxMYv1Xhlczq5iw1XucsyHPX/jK/ZxTm95sDYBhYZ/HbDZtX+YVXCRyJY06/kHl9jGBQkWfi8wZnyXiWJ7kFqSw3dyXvkbZ2tzfTCKCTQcYpLqPh/r0tgYb/1LZ/1fdn6D0FO3gVfd3YnvKEeeSO72cMQn4uf790zVd+JHfvE2eByTfE9R3QIPpmmGm7z4GLy8vRmMSb4mu0TwSB6n7INwe4PedsGLv5D5HuP4DwDAKw5NSV7g3TuBFG9yYZVmQoYRFaJ1yXIhXYEnnGKlYf1OSLefuIT7oNsbuoS6bVk2FDRdP5/PbcdvggcQMQyec4LO1ezot0CU5AzteOqn59dFhrSiyEhYFjhvHv8MeKZPlpZlQuPrQpuac0uDvE9ZcuT1qjfgn2ModiJFxB1F7vY7SB2GHUnqD2WEVFEJlSZoFYThvEBsD56q77vKe0kWlA+yKmgWACfg0QgxlGBwCsBPBhnsPrEDAAA=
877,003905e6773f4b5abf4b325c331618b7,Light Zombie Soldier Chestplate,EPIC,27999,H4sIAAAAAAAAAHWTzW7aQBDHhxBSoJGitoeqh6rbKpFAlA9jAyE3AiRBIh+qSQ+5oMUe8ArbS+210p567Qv02DMv0RNP0Eeo+iBVx4YkaqWednb2NzP/2dnNA+QgJfIAkNqCLWGnSinIdGXkq1Qe0orPUvD42p8EyOd84mIqDbkzYeOJy2chBf3OwyNbhAuXf8rB9lAGmCXvU3i1WrZOkQfMtMh3xFZLu2notBwWtHarVYQCAd1AKNZ1uG8lhFWqH9DSLtBaTNDYgNId2eMen21IY0Mad6RWrzQJrhJ8LP0oZB2luDVn5gLR/k8MGYmOM+SucmKIl7S2tqa0xoZq1rRKs7EmezhFP8Q1Wtf0TcI7slWrtIl8Q+R9XV4y/qZipUW6JI28p4G8VQ57T+bbmLoKpEJLCek/+EaODPyQDQYDCtpfLZsnkesyExVLGk16Mx3JXTJahVrVKMJBfPtc+El5vfbr2xe2UR4zUxkw5JaT6KTgG+lNBDJTurbAIMlMB7dCOcKHZwnD9Vrsm7jSmocV0kGh9ZEjQsYDj9ItBFrIaBv5NnKb/fz+9TVRL1fLxmrp9q8GXda7vjjtX16w7lnfHF0NO6N+GjKWdGUAPz5DFrYvuIdx3sZQzBzF/lHVdTBU9MwUQh72+h9VwGnCgZhECsMsPLEjf4bSH4dz4brjAD/Abrcz6nQvz4/NI62dhucTHqKpuDqWMlRXGFjo0/NGklnOQtaTtphSIci4cfls/BfgxQ2FD/pj83LYG/TfjR+052EXfYuervIoTZiGHZWMibKl05Bf3M+RHBk6nSWDjjdxq1FEyfenuo76YatZ1qfYKBtNvVHmVu2wbBt1nBjYtuqtGn03odAbq1gawE4Wckp4dBXcW8Beu6oZ1brOjCNdZ51zgC3YWf8SYuEPskve2twDAAA=
